name,designer,artist,min_players,max_players,min_playtime,max_playtime,playing_time,min_age,complexity_rating,user_ratings,user_comments,type,category,mechanism,year,average_rating
Ogoola Karuta: 50 English Classics,"Ola Feurst, Aya Hasegawa-Feurst, Ronny Karlgren","Niklas Hook, Gunnar Ivarsson, Tamura Shogundo",2,8,10,60,35,10,2.019507655358751,2,1,Uncategorized,"['Action / Dexterity', 'Card Game', 'Party Game', 'Wargame']","['Action Queue', 'Cooperative Game', 'Open Drafting', 'Take That']",2012.0,9.5
RINPA,IZAKA Makura,IZAKA Makura,3,5,20,20,20,8,2.019507655358751,3,0,Uncategorized,['Card Game'],"['Set Collection', 'Trick-taking']",2015.0,5.3
Malifaux Second Edition Starter Set,"Mason Crawford, Aaron Darland, Justin Gibbs",(Uncredited),2,2,90,90,90,12,2.019507655358751,13,3,Uncategorized,"['Fantasy', 'Horror', 'Miniatures', 'Wargame']","['Action Points', 'Campaign / Battle Card Driven', 'Variable Player Powers']",2015.0,8.0
Speedy Race: Disney Cars,(Uncredited),(Uncredited),2,4,10,10,10,4,2.019507655358751,2,1,Uncategorized,"[""Children's Game""]",['Roll / Spin and Move'],2014.0,4.5
The Horus Heresy: Betrayal at Calth,James M. Hewitt,(Uncredited),2,2,30,60,45,9,2.55,225,96,"Thematic,  Wargames","['Miniatures', 'Science Fiction', 'Wargame']","['Dice Rolling', 'Variable Player Powers']",2015.0,7.5
Pathfinder Adventure Card Game: Mummy's Mask – Base Set,"Chad Brown, Tanis O'Connor, Paul Peterson, Keith Richmond + 3 more","Jay Epperson, Tyler Jacobson",1,4,120,120,120,13,2.86,590,143,Thematic,"['Card Game', 'Fantasy', 'Fighting']","['Cooperative Game', 'Deck', 'Bag', 'and Pool Building', 'Dice Rolling', 'Hand Management', 'Move Through Deck', '+ 4 more']",2016.0,7.9
Quests of Valeria,Isaias Vallejo,Mihajlo Dimitrievski,1,5,20,45,32,14,2.19,1900,512,"Family,  Strategy","['Card Game', 'Fantasy']","['Contracts', 'Hand Management', 'Open Drafting', 'Set Collection', 'Take That']",2017.0,6.9
Gutsy,"Barry Joseph, Susan Perkins, Eric Teo",(Uncredited),2,4,15,30,22,8,2.0,13,7,Uncategorized,"['Card Game', 'Educational', 'Medical']","['Hand Management', 'Set Collection']",2015.0,5.6
Friend or Foe,Rob Gosselin,"The Blender Foundation, Ben Dansie, Junaid Khan, Oscar Linder + 2 more",2,4,60,90,75,12,2.019507655358751,4,1,Uncategorized,"['Adventure', 'Card Game', 'Fantasy']","['Hand Management', 'Point to Point Movement']",2015.0,7.1
GKR: Heavy Hitters,Matt Hyra,"Leri Greer, Christian Pearce, Paul M Tobin",1,4,60,120,90,12,2.78,1600,406,"Thematic,  Wargames","['Fighting', 'Miniatures', 'Science Fiction', 'Wargame']","['Action Queue', 'Area Majority / Influence', 'Deck', 'Bag', 'and Pool Building', 'Dice Rolling', 'Grid Movement', '+ 4 more']",2018.0,7.6
Nintori!,"青の騎士 (Blueknight), ぺこら（Pecora）","青の騎士 (Blueknight), ぺこら（Pecora）",2,5,30,30,30,5,2.019507655358751,2,0,Uncategorized,"[""Children's Game"", 'Dice', 'Party Game']","['Dice Rolling', 'Set Collection']",2015.0,5.5
Flames of War: Atlantik Wall – The German Defence of France June-September 1944,(Uncredited),(Uncredited),2,2,52,79,65,9,2.019507655358751,9,1,Uncategorized,"['Book', 'Miniatures', 'Wargame', 'World War II']","['Dice Rolling', 'Variable Player Powers']",2013.0,7.7
Flames of War: Overlord – The Allied Invasion of France,(Uncredited),(Uncredited),2,2,52,79,65,9,2.019507655358751,6,0,Uncategorized,"['Miniatures', 'Wargame', 'World War II']","['Dice Rolling', 'Variable Player Powers']",2013.0,8.0
A birodalom bajnoka,"Pál Márton Molnár, Adrián Szél","Dávid Cserkuti, László Kónya, Péter Kovács, Peter Tikos",2,4,60,120,90,10,2.33,44,10,Uncategorized,"['Ancient', 'Exploration', 'Fantasy', 'Fighting']","['Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Storytelling']",2015.0,7.1
The Avengers: Uniti per vincere,Francesco Berardi,(Uncredited),2,4,25,25,25,7,1.0,3,0,Uncategorized,['Abstract Strategy'],"['Cooperative Game', 'Roll / Spin and Move', 'Set Collection']",2015.0,6.3
Exultate Deo -The Fluffy Rite-,狂道化 (Kyo-do-ke),大麦若葉 (Oomugiwakaba),3,4,30,30,30,9,2.019507655358751,4,2,Uncategorized,"['Fantasy', 'Religious']","['Open Drafting', 'Trick-taking']",2015.0,5.5
Krosmaster: Arena – Yugo Unleashed,(Uncredited),(Uncredited),2,4,30,60,45,12,2.019507655358751,11,5,Uncategorized,"['Card Game', 'Dice', 'Fighting', 'Miniatures']","['Action Points', 'Dice Rolling', 'Grid Movement', 'Variable Player Powers']",2015.0,7.6
Tips Ahoy,Forrest-Pruzan Creative,(Uncredited),2,4,10,15,12,5,1.0,18,5,Uncategorized,"['Action / Dexterity', ""Children's Game"", 'Pirates']",['Push Your Luck'],2014.0,5.3
Sainome Colosseum,水季 (Mizuki),ねこ電球 (Neko Denkyu),2,2,10,30,20,10,1.0,3,1,Uncategorized,"['Card Game', 'Fantasy', 'Fighting']","['Action Points', 'Deck', 'Bag', 'and Pool Building', 'Dice Rolling']",2015.0,6.3
The Banner Saga: Warbands,"Brian Shotton, Kenny Sims",Keith Lowe,2,4,30,90,60,13,2.33,89,48,Uncategorized,"['Fantasy', 'Miniatures', 'Negotiation', 'Video Game Theme']","['Auction/Bidding', 'Cooperative Game', 'Point to Point Movement', 'Team-Based Game']",2016.0,5.4
Gagario,(Uncredited),(Uncredited),2,2,5,15,10,6,1.0,13,11,Uncategorized,"['Bluffing', 'Card Game']",['Hand Management'],2015.0,7.1
The Waltzing Cat,(Uncredited),(Uncredited),2,2,5,10,7,6,2.0,18,12,Uncategorized,['Deduction'],['Roll / Spin and Move'],2015.0,6.9
Bugle,狂道化 (Kyo-do-ke),大麦若葉 (Oomugiwakaba),2,2,30,30,30,12,2.019507655358751,3,1,Uncategorized,['Abstract Strategy'],['Roll / Spin and Move'],2015.0,5.7
Tempest: Shards of the Gods,(Uncredited),(Uncredited),2,4,40,90,65,13,2.019507655358751,1,0,Uncategorized,"['Ancient', 'Card Game', 'Fantasy', 'Mythology']","['Area Majority / Influence', 'Deck', 'Bag', 'and Pool Building', 'Hand Management', 'Storytelling']",2016.0,7.0
Pagelaran Yogyakarta,"Adhitya W. Purnama, Diah Rahmawati, Eko Heri S., Erwin Skripsiadi",M. Bahroen,2,4,45,90,67,14,2.0,18,4,Uncategorized,"['Memory', 'Music']","['Action Queue', 'Memory', 'Open Drafting', 'Variable Player Powers']",2015.0,6.4
What Are The Odds?,(Uncredited),(Uncredited),2,10,30,90,60,17,2.019507655358751,4,2,Uncategorized,"['Card Game', 'Humor', 'Mature / Adult', 'Party Game']",['Roll / Spin and Move'],2015.0,5.0
Papecarz: The Papercraft Racing Board Game,(Uncredited),(Uncredited),2,6,60,90,75,10,2.0,4,2,Uncategorized,"['Abstract Strategy', 'Dice', 'Print & Play', 'Racing']","['Area Movement', 'Dice Rolling', 'Push Your Luck']",2015.0,6.1
Alician Draughts,V. R. Parton,(Uncredited),2,2,10,60,35,8,2.019507655358751,2,2,Uncategorized,['Abstract Strategy'],['Roll / Spin and Move'],1956.0,6.5
Mascha und der Bär: Bühne frei für Mascha!,(Uncredited),(Uncredited),2,4,10,10,10,4,2.019507655358751,2,1,Uncategorized,"[""Children's Game""]",['Roll / Spin and Move'],2015.0,5.5
Dominion: Fan-Edition I,Donald X. Vaccarino,Matthias Catrein,2,4,30,30,30,13,2.019507655358751,34,12,Uncategorized,"['Card Game', 'Expansion for Base-game']","['Deck', 'Bag', 'and Pool Building']",2014.0,4.5
Rolling World,Hisashi Hayashi,Ryo Nyamo,1,99,52,79,65,9,1.0,42,15,Uncategorized,"['Dice', 'Number', 'Puzzle']","['Dice Rolling', 'Paper-and-Pencil']",2015.0,6.5
Bibi Blocksberg: Verhexter Hexenbesen,(Uncredited),(Uncredited),2,4,10,10,10,5,2.019507655358751,3,1,Uncategorized,"['Card Game', ""Children's Game""]",['Roll / Spin and Move'],2015.0,4.3
Masha and the Bear: Trouble in the Garden,Anja Wrede,(Uncredited),2,4,15,15,15,4,2.019507655358751,2,1,Uncategorized,"['Animals', ""Children's Game""]",['Roll / Spin and Move'],2015.0,4.0
Endure the Stars,Adam Smith (I),"Aleksandra Bilic, Brian Coughlan, Henning Ludvigsen, Scott Nicely",1,6,30,180,105,13,2.25,269,108,Thematic,"['Miniatures', 'Science Fiction']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Variable Player Powers']",2017.0,6.5
マタンガ！キッズ＆エキスパート (Matanga! Kids & Experts),"Gerardo Cuevas, Kenichi Tanabe","Kawasaki Mina, わと (wato)",2,6,5,5,5,7,2.019507655358751,5,1,Uncategorized,"['Expansion for Base-game', 'Real-time']","['Dice Rolling', 'Paper-and-Pencil']",2015.0,7.4
Glenn Drover's Empires: Galactic Rebellion,"Don Beyer, Glenn Drover",Paul Niemeyer,2,6,90,180,135,14,3.08,160,93,Uncategorized,"['Civilization', 'Exploration', 'Science Fiction']","['Area Majority / Influence', 'Worker Placement']",2016.0,6.5
Nerdy Inventions,Chih-Fan Chen,Chih-Fan Chen,2,4,25,30,27,8,1.5,352,139,Family,['Dice'],"['Deck', 'Bag', 'and Pool Building', 'Dice Rolling']",2015.0,5.4
セブン (Seven),"yio, Muneyuki Yokouchi (横内宗幸)",(Uncredited),2,5,52,79,65,9,2.0,18,7,Uncategorized,['Card Game'],"['Hand Management', 'Trick-taking']",2015.0,7.1
Star Wars Trivia Game,(Uncredited),(Uncredited),2,4,52,79,65,8,1.0,72,30,Uncategorized,"['Party Game', 'Trivia']",['Roll / Spin and Move'],2015.0,4.5
TimeBomb II,佐藤 雄介 (Yusuke Sato),(Uncredited),4,6,1,30,15,9,1.5,51,20,Uncategorized,['Abstract Strategy'],['Roll / Spin and Move'],2015.0,6.0
しまんちゅ (Shimanchu),yio,(Uncredited),2,4,45,75,60,12,2.019507655358751,9,1,Uncategorized,['Abstract Strategy'],['Roll / Spin and Move'],2015.0,6.7
Front Toward Enemy,Joe Chacon,"Nicolás Eskubi, Jordan Worley",2,2,60,180,120,9,2.75,92,50,Wargames,"['Modern Warfare', 'Vietnam War', 'Wargame']","['Chit-Pull System', 'Dice Rolling', 'Events', 'Hexagon Grid', 'Line of Sight']",2019.0,7.7
Doomtown: Reloaded – Dirty Deeds,(Uncredited),(Uncredited),2,4,30,45,37,12,3.0,63,19,Uncategorized,"['American West', 'Card Game', 'City Building', 'Expansion for Base-game', 'Fantasy', 'Horror']","['Area Majority / Influence', 'Betting and Bluffing', 'Deck', 'Bag', 'and Pool Building', 'Hand Management', 'Variable Player Powers']",2015.0,7.7
Monster High: Potworrrnie wciągająca gra!,Reiner Knizia,(Uncredited),2,7,15,15,15,8,1.0,2,2,"Children's,  Family","['Card Game', 'Movies / TV / Radio theme']","['Hand Management', 'Set Collection']",2014.0,6.8
Kaiser's War in the East,Joseph Miranda,"Nadir Elfarra, Joe Youst",2,2,52,79,65,9,2.0,21,28,Wargames,"['Wargame', 'World War I']",['Hexagon Grid'],2016.0,7.0
Great Northern War: Charles XII Versus Peter the Great,Joseph Miranda,Nadir Elfarra,2,2,52,79,65,9,2.5,32,28,Wargames,"['Age of Reason', 'Wargame']",['Hexagon Grid'],2016.0,7.1
LZ Albany: Ia Drang Valley 17-18 November 1965,John Poniske,Trevor Holman,1,2,52,79,65,9,2.0,18,21,Wargames,"['Modern Warfare', 'Vietnam War', 'Wargame']","['Area Movement', 'Dice Rolling']",2016.0,6.7
October War: Arab-Israeli War 1973,Joseph Miranda,"Nadir Elfarra, Joe Youst",1,2,52,79,65,14,2.019507655358751,14,26,Wargames,"['Modern Warfare', 'Wargame']",['Area Movement'],2016.0,6.6
Modern Battles II: Kaliningrad & Mosul,Joseph Miranda,"Larry Hoffman, Joe Youst",1,2,52,79,65,9,2.019507655358751,14,26,Wargames,"['Modern Warfare', 'Wargame']",['Hexagon Grid'],2017.0,5.2
Pirates Code II: Pirate Alliance and The Curse of the King,Yuji Kaneko,Yuji Kaneko,3,4,10,10,10,10,2.019507655358751,2,1,Uncategorized,"['Bluffing', 'Card Game', 'Deduction', 'Pirates']","['Cooperative Game', 'Hand Management', 'Memory']",2015.0,6.5
Deception: Murder in Hong Kong – Kickstarter Promo Pack,Tobey Ho,"Tommy Ng, Ari Wong",4,12,52,79,65,10,1.75,159,72,Uncategorized,"['Expansion for Base-game', '+ 4 more']","['Storytelling', 'Team-Based Game', 'Traitor Game']",2015.0,7.6
片目の商人 (One-Eyed Merchant),(Uncredited),(Uncredited),3,4,20,30,25,10,2.019507655358751,1,0,Uncategorized,['Abstract Strategy'],['Roll / Spin and Move'],2015.0,5.0
Come to Fishing Village!,ふじわら先生 (Fujiwara Teacher),もとの (Motono),1,8,30,75,52,10,1.75,67,26,Uncategorized,"['Card Game', 'Economic', 'Farming']",['Cooperative Game'],2015.0,6.0
Battleground Fantasy Warfare: Men of Hawkshold Reinforcements,"Robert Dougherty, Chad Ellis, Darwin Kastle","Calum Andrews, Jackie Lee, David Lloyd (II), Jordan Speer, Robert Westmore",2,2,52,79,65,9,2.019507655358751,9,4,Uncategorized,"['Dice', 'Fantasy', 'Wargame']",['Variable Phase Order'],2005.0,7.9
Spacemen Come!,"カナイヨシヒロ (Yoshihiro Kanai), キムラヨシヒロ (Yoshihiro Kimura), セキヤスタカ (Yasutaka Seki)",カナイヨシヒロ (Yoshihiro Kanai),2,4,20,20,20,8,2.019507655358751,1,1,Uncategorized,"['Fighting', 'Puzzle', 'Science Fiction']","['Simultaneous Action Selection', 'Tile Placement']",2015.0,6.0
Battleground Fantasy Warfare: Undead Army Reinforcements,"Robert Dougherty, Chad Ellis","Richard Kitner, Jr.",2,2,52,79,65,9,2.019507655358751,12,3,Uncategorized,"['Card Game', 'Dice', 'Fantasy', 'Wargame']",['Variable Phase Order'],2005.0,7.8
Brighten The Life,"カナイヨシヒロ (Yoshihiro Kanai), キムラヨシヒロ (Yoshihiro Kimura)","カナイヨシヒロ (Yoshihiro Kanai), キムラセイスケ (Seisuke Kimura)",2,5,30,30,30,8,2.019507655358751,3,0,Uncategorized,"['Animals', 'Dice', 'Fighting', 'Prehistoric']","['Player Elimination', 'Variable Player Powers']",2014.0,6.0
Battleground Fantasy Warfare: Orc Army Reinforcements,"Robert Dougherty, Chad Ellis","Richard Kitner, Jr.",2,2,52,79,65,9,2.019507655358751,9,1,Uncategorized,"['Card Game', 'Dice', 'Fantasy', 'Wargame']",['Variable Phase Order'],2005.0,8.3
Battleground Fantasy Warfare: Elves of Ravenwood Reinforcements,"Robert Dougherty, Chad Ellis","Richard Kitner, Jr.",2,2,52,79,65,9,2.0,7,2,Uncategorized,"['Card Game', 'Dice', 'Fantasy', 'Wargame']","['Dice Rolling', 'Variable Phase Order']",2006.0,8.0
Battleground Fantasy Warfare: Dwarves of Runegard Reinforcements,"Robert Dougherty, Chad Ellis","Richard Kitner, Jr.",2,2,52,79,65,9,2.5,9,2,Uncategorized,"['Card Game', 'Dice', 'Fantasy', 'Wargame']",['Variable Phase Order'],2006.0,7.8
Battleground Fantasy Warfare: Lizardmen Reinforcements,"Robert Dougherty, Chad Ellis","Richard Kitner, Jr.",2,2,52,79,65,9,2.0,9,2,Uncategorized,"['Card Game', 'Dice', 'Fantasy', 'Wargame']",['Variable Phase Order'],2007.0,8.5
Fleet: Mini Expansion Pack,"Ben Pinchback, Matt Riddle",Eric J. Carter,2,4,30,30,30,10,2.0,47,44,Uncategorized,"['Card Game', 'Expansion for Base-game']",['Roll / Spin and Move'],2012.0,7.3
Battleground Fantasy Warfare: Monsters & Mercenaries Reinforcements,"Robert Dougherty, Chad Ellis","Richard Kitner, Jr.",2,2,52,79,65,9,2.019507655358751,9,2,Uncategorized,"['Card Game', 'Dice', 'Fantasy', 'Wargame']",['Variable Phase Order'],2008.0,8.2
Battleground Historical Warfare: Alexander vs. Persia Reinforcements,"Corey Somavia, Panagiotis Zinoviadis",Daniel Silverman,2,2,52,79,65,9,2.019507655358751,8,1,Uncategorized,"['Ancient', 'Card Game', 'Dice', 'Expansion for Base-game', 'Wargame']",['Variable Phase Order'],2015.0,7.1
Fleet: Arctic Bounty – 54 Card Expansion Pack,"Ben Pinchback, Matt Riddle",(Uncredited),2,4,30,30,30,10,2.0,54,47,Uncategorized,"['Card Game', 'Expansion for Base-game']",['Roll / Spin and Move'],2014.0,7.6
600,Reiner Knizia,(Uncredited),1,6,52,79,65,6,1.0,12,13,Family,['Dice'],"['Dice Rolling', 'Paper-and-Pencil', 'Push Your Luck', 'Re-rolling and Locking', 'Set Collection']",1990.0,6.1
Secrets of the Lost Tomb: Fate's Fortune,"Christopher Batarlis, Jim Samartino",(Uncredited),1,6,60,120,90,14,3.0,39,20,Uncategorized,"['Adventure', 'Expansion for Base-game']","['Action Points', 'Cooperative Game', 'Storytelling', 'Tile Placement']",2016.0,7.9
Tinker Tactics,(Uncredited),(Uncredited),2,4,5,10,7,8,2.019507655358751,8,7,Uncategorized,"['Abstract Strategy', 'Dice']","['Dice Rolling', 'Grid Movement']",2014.0,6.8
The Three Pillars: GameHoleCon Promo Card,"Brian J. Cano, Chris Mancuso",(Uncredited),2,4,30,30,30,12,2.019507655358751,1,1,Uncategorized,"['Card Game', 'Expansion for Base-game']","['Pick-up and Deliver', 'Take That']",2015.0,5.0
Animal Match Puzzle Cards,(Uncredited),(Uncredited),2,2,52,79,65,4,2.019507655358751,1,1,Uncategorized,"[""Children's Game"", 'Educational']",['Set Collection'],2005.0,6.0
Kingdom Death: Monster – Jack O' Lantern Promo,Adam Poots,(Uncredited),1,6,60,180,120,17,2.019507655358751,26,6,Uncategorized,"['Adventure', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Horror', '+ 2 more']","['Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Paper-and-Pencil', 'Role Playing']",2015.0,7.7
Player of the Game Basketball,Jeff Downey,(Uncredited),1,2,52,79,65,9,2.019507655358751,10,6,Uncategorized,['Sports'],['Dice Rolling'],2009.0,6.0
Les Débogueurs,"Stéphan Bilodeau, Martin Charbonneau",(Uncredited),2,4,45,45,45,10,2.019507655358751,5,2,Uncategorized,"['Racing', 'Science Fiction']","['Hand Management', 'Point to Point Movement']",2011.0,6.5
Abracadabra,"Chris Birkenhagen, John Cadice, Deke Stella",Jose David Lanza Cebrian,1,6,120,240,180,10,3.33,13,11,Uncategorized,"['Fantasy', 'Miniatures']","['Action Points', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Team-Based Game', '+ 2 more']",2005.7966974431818,5.2
U Mad Bro?,Matt Fantastic,Ali R Thome,3,5,5,15,10,6,2.019507655358751,5,1,Uncategorized,"['Bluffing', 'Card Game']",['Push Your Luck'],2016.0,5.8
Islebound: Kickstarter Edition,Ryan Laukat,Ryan Laukat,2,4,60,120,90,13,3.0,180,69,Uncategorized,['Nautical'],"['Deck', 'Bag', 'and Pool Building', 'Worker Placement']",2016.0,7.5
Le zug,(Uncredited),(Uncredited),2,2,15,40,27,8,2.019507655358751,1,1,Uncategorized,['Abstract Strategy'],['Roll / Spin and Move'],1988.0,8.0
Sangin Despatches No.2,"Colin Phillips (II), Chris Pooch, Craig Watterson",(Uncredited),2,2,52,79,65,9,2.019507655358751,3,0,Uncategorized,"['Expansion for Base-game', 'Miniatures', 'Modern Warfare']",['Roll / Spin and Move'],2014.0,7.0
Maalintii Rangers: Day of the Rangers – A Skirmish Sangin Battle Book,"Colin Phillips (II), Chris Pooch",(Uncredited),2,2,52,79,65,14,2.019507655358751,4,0,Uncategorized,"['Book', 'Expansion for Base-game', 'Miniatures', 'Modern Warfare']","['Action Points', 'Dice Rolling', 'Measurement Movement', 'Simulation']",2015.0,8.3
Old Masters Memory Game,Mieke Gerritzen,Mieke Gerritzen,1,10,10,20,15,9,2.019507655358751,3,0,Uncategorized,"['Educational', 'Memory', 'Puzzle', 'Renaissance']","['Memory', 'Pattern Recognition', 'Set Collection']",2015.0,1.3
Clinic Expansion: Medical Dossier 3,Alban Viard,"Da-Fanny, Sampo Sikiö",1,4,60,120,90,12,2.019507655358751,8,19,Uncategorized,"['City Building', 'Economic', 'Expansion for Base-game']","['Pick-up and Deliver', 'Tile Placement']",2015.0,7.0
Senseï,Philippe Lefrancois,Biboun,2,2,15,15,15,7,1.67,155,35,Abstract,['Abstract Strategy'],['Grid Movement'],2016.0,6.1
Monkey Beach,(Uncredited),(Uncredited),2,4,52,79,65,3,2.019507655358751,21,7,Uncategorized,['Memory'],['Memory'],2015.0,5.2
For Queen and Planet: The Imperial Wars of Earth and Mars 1845 thru 1930 – The Compendium,Thomas Graves,(Uncredited),2,8,120,240,180,12,2.019507655358751,2,0,Uncategorized,"['Book', 'Miniatures', 'Post-Napoleonic', 'Science Fiction', 'Wargame']","['Campaign / Battle Card Driven', 'Dice Rolling', 'Scenario / Mission / Campaign Game', 'Secret Unit Deployment', 'Simulation']",2014.0,7.0
Train Line: Chicago,Ryan Taylor,(Uncredited),2,4,30,60,45,12,2.019507655358751,2,1,Uncategorized,"['Card Game', 'Racing', 'Trains']","['Dice Rolling', 'Hand Management', 'Open Drafting', 'Point to Point Movement']",2018.0,5.5
Covil: The Dark Overlords,Luís Brüeh,Luís Brüeh,1,4,40,90,65,12,3.0,319,111,Strategy,"['Fantasy', 'Humor']","['Action Points', 'Area Majority / Influence', 'Take That', 'Variable Player Powers']",2017.0,6.4
Teblo,Ton Custers,(Uncredited),2,2,30,60,45,6,1.0,2,1,Uncategorized,['Abstract Strategy'],"['Enclosure', 'Grid Movement']",2015.0,7.3
Adijuh,Viktor Pankovich,(Uncredited),2,2,10,40,25,8,2.019507655358751,1,1,Uncategorized,['Abstract Strategy'],['Roll / Spin and Move'],2007.0,8.0
"Bid, Bluff & Buy",Kim Maguire,"Peter Wocken, Anthony Wocken",4,6,30,30,30,13,1.0,1,1,Uncategorized,"['Bluffing', 'Card Game', 'Party Game', 'Trivia']","['Auction/Bidding', 'Betting and Bluffing']",2015.0,3.3
Pyramid Arcade,Andrew Looney + 2 more,Eileen Tjan,1,10,5,180,92,5,2.31,810,309,Abstract,"['Abstract Strategy', 'Animals', 'Dice', 'Game System', 'Science Fiction', 'Space Exploration']","['Area Majority / Influence', 'Betting and Bluffing', 'Cooperative Game', 'Dice Rolling', 'Modular Board', '+ 7 more']",2016.0,7.8
Abracadabra,(Uncredited),(Uncredited),2,4,10,30,20,6,1.0,1,1,Uncategorized,"['Card Game', ""Children's Game"", 'Humor']",['Hand Management'],2005.7966974431818,4.0
